"","id","scen","G","U1","U2","R","T","B","U3","source"
"3051",23,6,11,10,7,2,2,1,11,"mTurk"
"3451",24,6,11,10,10,3,3,1,9,"mTurk"
"3551",25,6,11,11,11,3,3,2,3,"mTurk"
"3751",26,6,11,10,9,8,7,1,10,"mTurk"
"4351",27,6,11,11,10,2,2,1,10,"mTurk"
"4451",28,6,10,9,9,7,6,1,9,"mTurk"
"4551",29,6,11,10,9,4,6,1,9,"mTurk"
"4651",30,6,11,11,11,8,6,1,11,"mTurk"
"5251",31,6,11,10,9,5,5,2,9,"mTurk"
"5351",32,6,11,11,8,2,2,2,8,"mTurk"
"5851",33,6,11,11,11,11,11,1,11,"mTurk"
"5951",34,6,11,8,10,2,2,2,9,"mTurk"
"6051",35,6,11,9,9,4,4,1,9,"mTurk"
"6161",36,6,9,9,9,5,6,1,8,"mTurk"
"6251",37,6,11,9,11,1,1,2,11,"mTurk"
"6651",38,6,NA,NA,NA,NA,NA,NA,NA,"mTurk"
"6751",39,6,10,10,9,5,4,1,9,"mTurk"
"6851",40,6,11,10,9,2,2,2,10,"mTurk"
"6951",41,6,11,9,8,1,1,2,8,"mTurk"
"7151",42,6,NA,NA,NA,NA,NA,NA,NA,"mTurk"
"7451",43,6,11,9,8,5,5,1,9,"mTurk"
"11616",1,7,8,6,11,9,9,1,7,"mTurk"
"2181",2,7,3,2,10,10,10,1,10,"mTurk"
"3916",3,7,10,10,10,3,3,2,3,"mTurk"
"4101",4,7,5,11,11,11,9,1,10,"mTurk"
"5101",5,7,7,7,10,7,9,1,6,"mTurk"
"6171",6,7,7,10,10,7,7,1,7,"mTurk"
"7816",7,7,1,4,11,7,7,1,8,"mTurk"
"865",8,7,1,2,10,9,9,1,9,"mTurk"
"9616",9,7,3,3,7,4,6,1,5,"mTurk"
"10616",10,7,1,6,11,11,11,1,9,"mTurk"
"11716",11,7,11,11,11,6,6,1,1,"mTurk"
"13616",12,7,NA,NA,NA,NA,NA,NA,NA,"mTurk"
"1661",13,7,NA,NA,NA,NA,NA,NA,NA,"mTurk"
"1861",14,7,9,11,11,10,11,1,10,"mTurk"
"2061",15,7,8,8,11,9,9,1,8,"mTurk"
"2191",16,7,1,1,11,1,1,1,1,"mTurk"
"2261",17,7,8,8,11,8,7,1,7,"mTurk"
"2461",18,7,6,5,10,8,9,1,6,"mTurk"
"2561",19,7,10,11,10,9,10,1,10,"mTurk"
"2661",20,7,4,8,10,10,10,1,10,"mTurk"
"286",21,7,11,10,10,9,9,1,9,"mTurk"
"2961",22,7,8,6,8,5,4,1,4,"mTurk"
"3061",23,7,6,6,10,7,5,1,5,"mTurk"
"3461",24,7,3,9,11,9,10,1,10,"mTurk"
"3561",25,7,10,10,11,9,9,1,5,"mTurk"
"3761",26,7,10,8,10,9,9,1,8,"mTurk"
"4361",27,7,11,11,11,11,11,1,10,"mTurk"
"4461",28,7,NA,NA,NA,NA,NA,NA,NA,"mTurk"
"4561",29,7,11,11,11,2,6,1,4,"mTurk"
"4661",30,7,5,9,10,9,9,1,9,"mTurk"
"5261",31,7,9,9,9,9,9,1,9,"mTurk"
"5361",32,7,5,9,11,5,5,1,3,"mTurk"
"5861",33,7,8,8,11,6,5,1,3,"mTurk"
"5961",34,7,5,7,10,2,1,2,1,"mTurk"
"6061",35,7,5,4,10,8,8,1,9,"mTurk"
"6181",36,7,8,8,10,7,8,1,7,"mTurk"
"6261",37,7,9,9,11,10,10,1,8,"mTurk"
"6661",38,7,NA,NA,NA,NA,NA,NA,NA,"mTurk"
"6761",39,7,10,10,10,10,9,1,10,"mTurk"
"6861",40,7,9,11,11,9,10,1,11,"mTurk"
"6961",41,7,9,9,10,8,8,1,8,"mTurk"
"7161",42,7,NA,NA,NA,NA,NA,NA,NA,"mTurk"
"7461",43,7,9,9,10,6,7,1,7,"mTurk"
"11816",1,8,4,10,6,6,9,1,7,"mTurk"
"2201",2,8,8,8,8,1,2,2,7,"mTurk"
"3101",3,8,10,11,3,3,2,2,10,"mTurk"
"4111",4,8,2,11,1,6,11,1,11,"mTurk"
"51110",5,8,4,10,2,6,8,1,10,"mTurk"
"6191",6,8,6,9,2,3,3,2,10,"mTurk"
"7916",7,8,1,11,1,9,11,1,11,"mTurk"
"8716",8,8,2,10,2,3,9,1,10,"mTurk"
"9716",9,8,3,7,6,6,4,1,6,"mTurk"
"10716",10,8,1,11,6,8,8,1,6,"mTurk"
"11916",11,8,1,11,1,1,1,2,11,"mTurk"
"13716",12,8,NA,NA,NA,NA,NA,NA,NA,"mTurk"
"1671",13,8,NA,NA,NA,NA,NA,NA,NA,"mTurk"
"1871",14,8,2,11,2,1,1,2,10,"mTurk"
"2071",15,8,8,7,4,3,6,1,9,"mTurk"
"21101",16,8,8,11,1,1,1,2,8,"mTurk"
"2271",17,8,4,11,6,8,8,2,6,"mTurk"
"2471",18,8,7,9,6,11,11,1,9,"mTurk"
"2571",19,8,7,11,1,8,9,1,9,"mTurk"
"2671",20,8,8,11,1,1,5,2,11,"mTurk"
"287",21,8,5,8,2,1,1,2,8,"mTurk"
"2971",22,8,3,7,5,7,6,1,9,"mTurk"
"3071",23,8,2,10,1,2,4,1,10,"mTurk"
"3471",24,8,1,11,1,1,11,1,11,"mTurk"
"3571",25,8,11,11,3,9,10,1,10,"mTurk"
"3771",26,8,4,9,4,6,7,1,9,"mTurk"
"4371",27,8,1,11,7,4,7,1,11,"mTurk"
"4471",28,8,9,8,5,7,6,1,7,"mTurk"
"4571",29,8,2,10,1,3,6,1,10,"mTurk"
"4671",30,8,6,11,2,6,9,1,11,"mTurk"
"5271",31,8,3,10,3,3,7,2,10,"mTurk"
"5371",32,8,5,11,3,5,6,2,11,"mTurk"
"5871",33,8,1,11,1,9,10,2,11,"mTurk"
"5971",34,8,5,9,4,6,8,1,10,"mTurk"
"6071",35,8,3,10,9,8,8,1,9,"mTurk"
"61101",36,8,2,10,1,1,6,2,11,"mTurk"
"6271",37,8,2,10,1,6,11,1,1,"mTurk"
"6671",38,8,NA,NA,NA,NA,NA,NA,NA,"mTurk"
"6771",39,8,3,9,4,8,9,1,7,"mTurk"
"6871",40,8,3,11,2,5,6,2,11,"mTurk"
"6971",41,8,7,8,4,2,6,1,6,"mTurk"
"7171",42,8,NA,NA,NA,NA,NA,NA,NA,"mTurk"
"7471",43,8,4,10,3,4,8,1,10,"mTurk"
"1201",1,9,11,8,7,9,6,2,7,"mTurk"
"2281",2,9,11,10,10,2,2,2,5,"mTurk"
"31110",3,9,5,6,7,6,7,1,6,"mTurk"
"4121",4,9,11,9,9,11,11,1,8,"mTurk"
"5121",5,9,11,10,10,5,9,1,10,"mTurk"
"6201",6,9,11,11,8,6,6,1,10,"mTurk"
"7101",7,9,11,10,11,11,7,1,9,"mTurk"
"8816",8,9,11,10,10,7,7,1,10,"mTurk"
"9816",9,9,4,5,6,4,6,1,6,"mTurk"
"10816",10,9,11,11,11,8,8,1,10,"mTurk"
"11101",11,9,11,9,6,2,2,1,6,"mTurk"
"13816",12,9,NA,NA,NA,NA,NA,NA,NA,"mTurk"
"1681",13,9,NA,NA,NA,NA,NA,NA,NA,"mTurk"
"1881",14,9,11,10,10,8,4,1,8,"mTurk"
"2081",15,9,11,8,9,6,7,1,8,"mTurk"
"21111",16,9,11,8,3,2,1,1,6,"mTurk"
"2291",17,9,7,6,7,8,8,1,11,"mTurk"
"2481",18,9,11,9,11,9,6,1,9,"mTurk"
"2581",19,9,11,10,10,5,10,1,10,"mTurk"
"2681",20,9,11,10,9,7,7,1,8,"mTurk"
"288",21,9,11,10,10,10,10,1,10,"mTurk"
"2981",22,9,11,6,2,2,1,2,2,"mTurk"
"3081",23,9,11,11,10,6,6,2,8,"mTurk"
"3481",24,9,11,11,4,2,1,1,6,"mTurk"
"3581",25,9,11,10,10,11,11,1,10,"mTurk"
"3781",26,9,11,10,10,9,8,1,10,"mTurk"
"4381",27,9,11,11,11,7,8,1,9,"mTurk"
"4481",28,9,NA,NA,NA,NA,NA,NA,NA,"mTurk"
"4581",29,9,11,11,8,11,4,1,8,"mTurk"
"4681",30,9,11,10,10,10,7,1,10,"mTurk"
"5281",31,9,11,10,9,7,8,1,8,"mTurk"
"5381",32,9,11,11,10,3,6,1,7,"mTurk"
"5881",33,9,11,11,11,9,10,1,11,"mTurk"
"5981",34,9,11,7,7,3,2,1,8,"mTurk"
"6081",35,9,11,9,10,8,3,1,9,"mTurk"
"61111",36,9,9,9,10,9,9,1,7,"mTurk"
"6281",37,9,11,11,11,6,6,1,8,"mTurk"
"6681",38,9,NA,NA,NA,NA,NA,NA,NA,"mTurk"
"6781",39,9,11,10,11,10,10,1,10,"mTurk"
"6881",40,9,11,10,11,11,9,1,10,"mTurk"
"6981",41,9,11,9,5,4,2,1,4,"mTurk"
"7181",42,9,NA,NA,NA,NA,NA,NA,NA,"mTurk"
"7481",43,9,11,10,8,5,5,1,8,"mTurk"
"12110",1,10,11,10,9,8,8,1,7,"mTurk"
"2301",2,10,11,8,3,11,11,1,10,"mTurk"
"3121",3,10,6,7,3,4,5,2,4,"mTurk"
"4131",4,10,11,11,11,11,11,1,9,"mTurk"
"5131",5,10,11,9,10,10,10,1,9,"mTurk"
"6291",6,10,10,9,8,10,10,1,10,"mTurk"
"7191",7,10,11,10,9,11,9,1,7,"mTurk"
"8916",8,10,11,10,10,10,10,1,10,"mTurk"
"9916",9,10,8,8,7,8,8,1,5,"mTurk"
"10916",10,10,11,11,11,11,11,1,11,"mTurk"
"11111",11,10,11,6,9,11,9,1,6,"mTurk"
"13916",12,10,NA,NA,NA,NA,NA,NA,NA,"mTurk"
"1691",13,10,NA,NA,NA,NA,NA,NA,NA,"mTurk"
"1891",14,10,11,11,10,11,10,1,10,"mTurk"
"2091",15,10,11,9,8,11,10,1,9,"mTurk"
"21121",16,10,11,6,11,11,11,1,5,"mTurk"
"22101",17,10,11,9,7,9,8,1,8,"mTurk"
"2491",18,10,11,11,11,11,11,1,11,"mTurk"
"2591",19,10,11,10,11,11,10,1,10,"mTurk"
"2691",20,10,11,9,10,10,10,1,9,"mTurk"
"289",21,10,11,10,10,10,10,1,10,"mTurk"
"2991",22,10,11,8,4,5,4,1,4,"mTurk"
"3091",23,10,11,9,10,10,10,1,8,"mTurk"
"3491",24,10,11,11,11,11,11,1,10,"mTurk"
"3591",25,10,11,9,10,8,9,1,9,"mTurk"
"3791",26,10,11,10,11,11,10,1,10,"mTurk"
"4391",27,10,11,10,10,11,11,1,10,"mTurk"
"4491",28,10,NA,NA,NA,NA,NA,NA,NA,"mTurk"
"4591",29,10,11,10,7,11,9,1,8,"mTurk"
"4691",30,10,11,9,9,10,10,1,10,"mTurk"
"5291",31,10,11,10,10,10,10,1,9,"mTurk"
"5391",32,10,11,7,11,11,11,1,11,"mTurk"
"5891",33,10,11,11,11,11,11,1,11,"mTurk"
"5991",34,10,11,9,9,10,9,1,10,"mTurk"
"6091",35,10,11,8,10,11,10,1,10,"mTurk"
"61121",36,10,10,9,9,8,8,1,9,"mTurk"
"62101",37,10,11,8,8,10,10,1,8,"mTurk"
"6691",38,10,NA,NA,NA,NA,NA,NA,NA,"mTurk"
"6791",39,10,10,8,10,10,10,1,8,"mTurk"
"6891",40,10,11,9,9,10,10,1,10,"mTurk"
"6991",41,10,11,7,9,11,9,1,8,"mTurk"
"71101",42,10,NA,NA,NA,NA,NA,NA,NA,"mTurk"
"7491",43,10,11,8,10,10,10,1,9,"mTurk"
"12216",1,11,11,7,8,8,7,1,8,"mTurk"
"2317",2,11,11,9,10,11,11,1,10,"mTurk"
"3131",3,11,5,6,6,5,6,1,5,"mTurk"
"4141",4,11,11,6,6,11,11,1,6,"mTurk"
"5141",5,11,11,8,8,10,8,1,8,"mTurk"
"6301",6,11,11,8,7,8,6,1,7,"mTurk"
"7201",7,11,11,7,7,11,7,1,7,"mTurk"
"8101",8,11,11,8,7,7,7,1,7,"mTurk"
"9101",9,11,8,4,4,6,5,1,6,"mTurk"
"10101",10,11,11,7,9,6,8,1,8,"mTurk"
"11121",11,11,11,6,6,6,6,1,6,"mTurk"
"13101",12,11,NA,NA,NA,NA,NA,NA,NA,"mTurk"
"16101",13,11,NA,NA,NA,NA,NA,NA,NA,"mTurk"
"18101",14,11,9,10,9,9,9,1,6,"mTurk"
"20101",15,11,10,9,10,9,9,1,9,"mTurk"
"21131",16,11,11,6,2,1,1,2,1,"mTurk"
"22111",17,11,8,7,8,7,8,1,8,"mTurk"
"24101",18,11,11,11,9,9,9,1,8,"mTurk"
"25101",19,11,9,8,7,8,9,1,7,"mTurk"
"26101",20,11,11,7,6,6,6,1,6,"mTurk"
"2810",21,11,11,6,6,6,6,1,6,"mTurk"
"29101",22,11,11,2,2,2,2,1,1,"mTurk"
"30101",23,11,11,6,5,11,2,1,3,"mTurk"
"34101",24,11,9,8,8,11,8,1,1,"mTurk"
"35101",25,11,11,10,6,8,9,1,7,"mTurk"
"37101",26,11,11,10,10,10,9,1,8,"mTurk"
"43101",27,11,11,10,9,11,9,1,8,"mTurk"
"44101",28,11,NA,NA,NA,NA,NA,NA,NA,"mTurk"
"45101",29,11,11,6,5,11,5,1,4,"mTurk"
"46101",30,11,11,10,9,10,8,1,8,"mTurk"
"52101",31,11,7,7,8,7,8,1,7,"mTurk"
"53101",32,11,11,11,8,9,9,1,9,"mTurk"
"58101",33,11,11,11,9,8,10,1,9,"mTurk"
"59101",34,11,11,5,4,5,3,1,3,"mTurk"
"60101",35,11,11,10,10,10,10,1,10,"mTurk"
"61131",36,11,11,8,9,10,10,1,9,"mTurk"
"62111",37,11,8,6,8,11,6,1,6,"mTurk"
"66101",38,11,NA,NA,NA,NA,NA,NA,NA,"mTurk"
"67101",39,11,10,9,9,10,9,1,8,"mTurk"
"68101",40,11,10,8,7,8,8,1,7,"mTurk"
"69101",41,11,11,10,9,11,10,1,8,"mTurk"
"71111",42,11,NA,NA,NA,NA,NA,NA,NA,"mTurk"
"74101",43,11,10,8,8,10,9,1,8,"mTurk"
"1233",1,12,11,8,7,1,7,1,1,"mTurk"
"2321",2,12,11,11,9,1,11,1,1,"mTurk"
"3141",3,12,11,9,6,1,5,1,2,"mTurk"
"4151",4,12,11,8,6,1,11,1,1,"mTurk"
"5151",5,12,11,10,8,1,10,1,1,"mTurk"
"6317",6,12,11,11,8,1,8,1,1,"mTurk"
"7219",7,12,11,10,1,1,1,1,2,"mTurk"
"81110",8,12,11,8,7,1,6,1,2,"mTurk"
"91110",9,12,5,4,3,1,4,1,2,"mTurk"
"101110",10,12,11,11,6,1,6,1,1,"mTurk"
"11131",11,12,11,11,6,1,11,1,1,"mTurk"
"131110",12,12,NA,NA,NA,NA,NA,NA,NA,"mTurk"
"16111",13,12,NA,NA,NA,NA,NA,NA,NA,"mTurk"
"18111",14,12,11,11,2,1,1,1,2,"mTurk"
"20111",15,12,11,11,9,1,6,1,2,"mTurk"
"21141",16,12,11,5,4,1,1,1,2,"mTurk"
"22121",17,12,8,7,7,1,8,1,1,"mTurk"
"24111",18,12,11,11,11,1,1,1,2,"mTurk"
"25111",19,12,11,11,3,1,6,1,2,"mTurk"
"26111",20,12,11,10,6,1,3,1,2,"mTurk"
"2811",21,12,11,6,7,1,5,1,1,"mTurk"
"29111",22,12,11,6,6,1,8,1,1,"mTurk"
"30111",23,12,11,1,6,1,8,1,1,"mTurk"
"34111",24,12,11,11,11,1,11,1,1,"mTurk"
"35111",25,12,11,9,9,1,4,1,2,"mTurk"
"37111",26,12,10,9,5,1,3,1,2,"mTurk"
"43111",27,12,11,9,7,1,2,1,2,"mTurk"
"44111",28,12,NA,NA,NA,NA,NA,NA,NA,"mTurk"
"45111",29,12,11,11,8,1,4,1,1,"mTurk"
"46111",30,12,11,11,9,1,7,1,2,"mTurk"
"52111",31,12,11,10,5,1,2,1,2,"mTurk"
"53111",32,12,11,7,6,1,1,1,2,"mTurk"
"58111",33,12,11,11,8,1,2,1,2,"mTurk"
"59111",34,12,11,10,2,1,2,1,2,"mTurk"
"60111",35,12,11,10,6,1,3,1,2,"mTurk"
"61141",36,12,11,9,6,1,6,1,1,"mTurk"
"62121",37,12,11,9,6,1,6,1,1,"mTurk"
"66111",38,12,NA,NA,NA,NA,NA,NA,NA,"mTurk"
"67111",39,12,10,8,7,1,3,1,2,"mTurk"
"68111",40,12,11,9,7,1,1,1,2,"mTurk"
"69111",41,12,11,10,10,1,11,1,1,"mTurk"
"71121",42,12,NA,NA,NA,NA,NA,NA,NA,"mTurk"
"74111",43,12,11,9,6,1,5,1,1,"mTurk"
"12416",1,13,8,8,6,6,6,1,6,"mTurk"
"2331",2,13,1,6,8,11,10,1,10,"mTurk"
"3151",3,13,4,5,5,4,5,2,4,"mTurk"
"4161",4,13,8,8,7,8,8,1,7,"mTurk"
"5161",5,13,6,7,5,7,6,1,7,"mTurk"
"6321",6,13,3,6,6,8,8,1,8,"mTurk"
"7221",7,13,1,1,1,8,8,1,8,"mTurk"
"8121",8,13,2,6,8,8,8,1,8,"mTurk"
"9121",9,13,4,4,7,7,5,1,5,"mTurk"
"10121",10,13,1,6,6,6,7,1,6,"mTurk"
"11141",11,13,4,4,1,11,11,1,11,"mTurk"
"13121",12,13,NA,NA,NA,NA,NA,NA,NA,"mTurk"
"16121",13,13,NA,NA,NA,NA,NA,NA,NA,"mTurk"
"18121",14,13,6,6,6,6,6,1,6,"mTurk"
"20121",15,13,5,6,7,7,7,1,7,"mTurk"
"21151",16,13,1,8,1,1,1,2,1,"mTurk"
"22131",17,13,7,7,8,7,7,1,8,"mTurk"
"24121",18,13,6,6,1,5,5,2,1,"mTurk"
"25121",19,13,11,11,7,8,7,1,9,"mTurk"
"26121",20,13,5,6,4,7,7,1,6,"mTurk"
"2812",21,13,2,3,5,7,6,1,7,"mTurk"
"29121",22,13,4,5,4,4,4,1,4,"mTurk"
"30121",23,13,9,11,9,9,9,1,9,"mTurk"
"34121",24,13,1,4,2,7,6,1,6,"mTurk"
"35121",25,13,11,10,10,10,10,1,10,"mTurk"
"37121",26,13,7,6,7,7,8,1,8,"mTurk"
"43121",27,13,5,6,7,10,10,1,11,"mTurk"
"44121",28,13,NA,NA,NA,NA,NA,NA,NA,"mTurk"
"45121",29,13,3,7,3,7,8,1,9,"mTurk"
"46121",30,13,8,8,6,8,8,1,8,"mTurk"
"52121",31,13,7,8,7,8,8,1,8,"mTurk"
"53121",32,13,11,11,6,4,4,2,4,"mTurk"
"58121",33,13,10,10,9,10,9,1,10,"mTurk"
"59121",34,13,3,4,2,3,2,2,2,"mTurk"
"60121",35,13,11,10,9,10,10,1,9,"mTurk"
"61151",36,13,8,8,6,9,9,1,8,"mTurk"
"62131",37,13,1,3,4,6,6,1,6,"mTurk"
"66121",38,13,NA,NA,NA,NA,NA,NA,NA,"mTurk"
"67121",39,13,7,8,8,8,9,1,9,"mTurk"
"68121",40,13,2,6,5,8,9,1,9,"mTurk"
"69121",41,13,2,7,6,5,4,1,8,"mTurk"
"71131",42,13,NA,NA,NA,NA,NA,NA,NA,"mTurk"
"74121",43,13,3,6,6,9,7,1,7,"mTurk"
"12516",1,14,7,7,4,1,4,1,2,"mTurk"
"2341",2,14,3,10,2,1,1,1,2,"mTurk"
"3161",3,14,1,3,2,1,3,1,2,"mTurk"
"4171",4,14,11,11,5,1,5,1,1,"mTurk"
"5171",5,14,6,5,7,1,2,1,2,"mTurk"
"6331",6,14,3,6,6,1,2,1,2,"mTurk"
"7231",7,14,4,8,4,1,1,1,2,"mTurk"
"8131",8,14,1,6,5,1,2,1,1,"mTurk"
"9131",9,14,3,3,3,1,4,1,2,"mTurk"
"10131",10,14,1,1,6,1,1,1,2,"mTurk"
"11151",11,14,1,6,2,1,1,1,2,"mTurk"
"13131",12,14,NA,NA,NA,NA,NA,NA,NA,"mTurk"
"16131",13,14,NA,NA,NA,NA,NA,NA,NA,"mTurk"
"18131",14,14,2,10,2,1,1,1,2,"mTurk"
"20131",15,14,3,6,6,1,5,1,1,"mTurk"
"21161",16,14,8,1,1,1,1,1,2,"mTurk"
"22141",17,14,8,8,7,1,9,1,1,"mTurk"
"24131",18,14,6,6,4,1,4,1,1,"mTurk"
"25131",19,14,9,10,4,1,4,1,1,"mTurk"
"26131",20,14,1,1,3,1,2,1,2,"mTurk"
"2813",21,14,1,2,4,1,2,1,2,"mTurk"
"29131",22,14,6,7,5,1,4,1,2,"mTurk"
"30131",23,14,1,10,6,1,1,1,2,"mTurk"
"34131",24,14,8,9,2,1,1,1,2,"mTurk"
"35131",25,14,11,10,11,1,11,1,1,"mTurk"
"37131",26,14,4,5,5,1,5,1,1,"mTurk"
"43131",27,14,10,10,8,1,7,1,1,"mTurk"
"44131",28,14,NA,NA,NA,NA,NA,NA,NA,"mTurk"
"45131",29,14,7,6,7,1,1,1,2,"mTurk"
"46131",30,14,8,11,6,1,3,1,1,"mTurk"
"52131",31,14,7,7,7,1,6,1,1,"mTurk"
"53131",32,14,8,9,8,1,6,1,1,"mTurk"
"58131",33,14,3,3,9,1,9,1,1,"mTurk"
"59131",34,14,8,6,4,1,7,1,1,"mTurk"
"60131",35,14,3,4,3,1,3,1,2,"mTurk"
"61161",36,14,3,3,3,1,3,1,2,"mTurk"
"62141",37,14,3,6,6,1,6,1,2,"mTurk"
"66131",38,14,NA,NA,NA,NA,NA,NA,NA,"mTurk"
"67131",39,14,7,6,7,1,7,1,1,"mTurk"
"68131",40,14,1,3,6,1,1,1,2,"mTurk"
"69131",41,14,NA,NA,NA,NA,NA,NA,NA,"mTurk"
"71141",42,14,NA,NA,NA,NA,NA,NA,NA,"mTurk"
"74131",43,14,7,7,5,1,1,1,2,"mTurk"
"1261",1,15,1,6,1,1,8,1,1,"mTurk"
"2351",2,15,1,2,1,1,11,1,1,"mTurk"
"3171",3,15,1,2,1,1,3,1,2,"mTurk"
"4181",4,15,1,8,1,1,9,1,1,"mTurk"
"5181",5,15,1,7,1,1,9,1,1,"mTurk"
"6341",6,15,1,8,1,1,10,1,1,"mTurk"
"7241",7,15,1,4,1,1,11,1,1,"mTurk"
"8141",8,15,1,6,1,1,10,1,1,"mTurk"
"9141",9,15,1,8,1,1,8,1,2,"mTurk"
"10141",10,15,1,1,1,1,11,1,1,"mTurk"
"11161",11,15,1,6,1,1,9,1,1,"mTurk"
"13141",12,15,NA,NA,NA,NA,NA,NA,NA,"mTurk"
"16141",13,15,NA,NA,NA,NA,NA,NA,NA,"mTurk"
"18141",14,15,1,8,1,1,11,1,1,"mTurk"
"20141",15,15,1,4,1,1,10,1,1,"mTurk"
"21171",16,15,1,1,1,1,8,1,2,"mTurk"
"22151",17,15,1,8,1,1,8,1,1,"mTurk"
"24141",18,15,1,10,1,1,11,1,1,"mTurk"
"25141",19,15,1,9,1,1,10,1,1,"mTurk"
"26141",20,15,1,6,1,1,8,1,2,"mTurk"
"2814",21,15,1,3,1,1,9,1,1,"mTurk"
"29141",22,15,1,3,1,1,7,1,1,"mTurk"
"30141",23,15,1,1,1,1,11,1,2,"mTurk"
"34141",24,15,1,1,1,1,2,1,2,"mTurk"
"35141",25,15,1,11,1,1,11,1,1,"mTurk"
"37141",26,15,1,7,1,1,8,1,1,"mTurk"
"43141",27,15,1,8,1,1,10,1,1,"mTurk"
"44141",28,15,NA,NA,NA,NA,NA,NA,NA,"mTurk"
"45141",29,15,1,5,1,1,9,1,1,"mTurk"
"46141",30,15,1,11,1,1,6,1,2,"mTurk"
"52141",31,15,1,7,1,1,9,1,1,"mTurk"
"53141",32,15,1,9,1,1,8,1,1,"mTurk"
"58141",33,15,1,10,1,1,11,1,1,"mTurk"
"59141",34,15,1,3,1,1,9,1,1,"mTurk"
"60141",35,15,1,11,1,1,3,1,2,"mTurk"
"61171",36,15,1,7,1,1,9,1,1,"mTurk"
"62151",37,15,1,4,1,1,4,1,1,"mTurk"
"66141",38,15,NA,NA,NA,NA,NA,NA,NA,"mTurk"
"67141",39,15,1,8,1,1,9,1,1,"mTurk"
"68141",40,15,1,5,1,1,9,1,2,"mTurk"
"69141",41,15,NA,NA,NA,NA,NA,NA,NA,"mTurk"
"71151",42,15,NA,NA,NA,NA,NA,NA,NA,"mTurk"
"74141",43,15,1,6,1,1,5,1,1,"mTurk"
"12716",1,16,1,11,1,1,7,1,2,"mTurk"
"2361",2,16,1,10,1,1,1,1,2,"mTurk"
"3181",3,16,1,3,1,1,3,1,2,"mTurk"
"4191",4,16,1,11,1,1,8,1,1,"mTurk"
"5191",5,16,1,10,1,1,1,1,2,"mTurk"
"6351",6,16,1,2,1,1,8,1,1,"mTurk"
"7251",7,16,1,8,1,1,1,1,2,"mTurk"
"8151",8,16,1,9,1,1,2,1,2,"mTurk"
"9151",9,16,1,4,1,1,8,1,1,"mTurk"
"10151",10,16,1,11,1,1,1,1,2,"mTurk"
"11171",11,16,1,11,1,1,1,1,2,"mTurk"
"13151",12,16,NA,NA,NA,NA,NA,NA,NA,"mTurk"
"16151",13,16,NA,NA,NA,NA,NA,NA,NA,"mTurk"
"18151",14,16,1,6,1,1,1,1,2,"mTurk"
"20151",15,16,1,6,1,1,5,1,2,"mTurk"
"21181",16,16,1,11,1,1,1,1,2,"mTurk"
"22161",17,16,1,8,1,1,8,1,1,"mTurk"
"24151",18,16,1,9,1,1,1,1,2,"mTurk"
"25151",19,16,1,11,1,1,9,1,2,"mTurk"
"26151",20,16,1,11,1,1,1,1,2,"mTurk"
"2815",21,16,1,8,1,1,1,1,2,"mTurk"
"29151",22,16,1,6,1,1,1,1,2,"mTurk"
"30151",23,16,1,6,1,1,9,1,1,"mTurk"
"34151",24,16,1,11,1,1,1,1,2,"mTurk"
"35151",25,16,1,11,1,1,11,1,1,"mTurk"
"37151",26,16,1,10,1,1,3,1,2,"mTurk"
"43151",27,16,1,10,1,1,1,1,2,"mTurk"
"44151",28,16,NA,NA,NA,NA,NA,NA,NA,"mTurk"
"45151",29,16,1,8,1,1,3,1,2,"mTurk"
"46151",30,16,1,8,1,1,3,1,2,"mTurk"
"52151",31,16,1,10,1,1,2,1,2,"mTurk"
"53151",32,16,1,11,1,1,1,1,2,"mTurk"
"58151",33,16,1,11,1,1,1,1,2,"mTurk"
"59151",34,16,1,7,1,1,4,1,1,"mTurk"
"60151",35,16,1,10,1,1,2,1,2,"mTurk"
"61181",36,16,1,8,1,1,1,1,2,"mTurk"
"62161",37,16,1,10,1,1,1,1,2,"mTurk"
"66151",38,16,NA,NA,NA,NA,NA,NA,NA,"mTurk"
"67151",39,16,1,10,1,1,4,1,2,"mTurk"
"68151",40,16,1,5,1,1,1,1,2,"mTurk"
"69151",41,16,NA,NA,NA,NA,NA,NA,NA,"mTurk"
"71161",42,16,NA,NA,NA,NA,NA,NA,NA,"mTurk"
"74151",43,16,1,8,1,1,2,1,2,"mTurk"
"470",1,1,11,4,4,3,4,2,4,"Flyers"
"10102",2,1,9,8,6,5,4,1,7,"Flyers"
"11102",3,1,11,7,6,6,6,1,7,"Flyers"
"1234",4,1,8,9,5,4,4,2,4,"Flyers"
"13102",5,1,11,9,6,6,6,2,6,"Flyers"
"1438",6,1,11,11,6,9,8,2,11,"Flyers"
"1537",7,1,10,9,8,6,5,2,11,"Flyers"
"1620",8,1,11,11,6,4,4,2,9,"Flyers"
"1717",9,1,11,11,6,8,8,2,8,"Flyers"
"2018",10,1,11,11,6,6,6,2,11,"Flyers"
"2219",11,1,11,11,6,8,6,2,11,"Flyers"
"2318",12,1,11,8,6,7,6,2,8,"Flyers"
"2418",13,1,11,5,NA,NA,NA,NA,NA,"Flyers"
"2618",14,1,11,5,4,9,5,1,4,"Flyers"
"3617",15,1,11,11,6,5,5,2,8,"Flyers"
"3817",16,1,11,11,6,11,6,2,6,"Flyers"
"3917",17,1,11,9,6,8,4,2,11,"Flyers"
