"","id","scen","G","U1","U2","R","T","B","U3","source"
"36121",15,13,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"38121",16,13,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"39121",17,13,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"42121",18,13,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"44122",19,13,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"45122",20,13,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"46122",21,13,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"47121",22,13,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"51121",23,13,1,1,1,5,4,1,3,"Flyers"
"52122",24,13,5,6,7,7,8,1,8,"Flyers"
"53122",25,13,7,7,6,9,9,1,9,"Flyers"
"54121",26,13,6,6,6,9,9,1,9,"Flyers"
"56121",27,13,9,9,9,9,9,1,9,"Flyers"
"57121",28,13,6,6,6,6,6,1,6,"Flyers"
"60122",29,13,3,3,4,4,4,1,6,"Flyers"
"62122",30,13,6,6,6,6,6,1,6,"Flyers"
"6312",31,13,7,9,7,8,9,1,8,"Flyers"
"64121",32,13,9,9,7,7,7,1,7,"Flyers"
"66122",33,13,6,6,6,6,6,2,6,"Flyers"
"67122",34,13,8,8,5,9,9,1,9,"Flyers"
"69122",35,13,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"7012",36,13,6,6,6,10,10,1,10,"Flyers"
"72121",37,13,5,5,3,2,2,2,2,"Flyers"
"73121",38,13,7,7,8,7,7,2,8,"Flyers"
"4182",1,14,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"10132",2,14,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"11132",3,14,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"12131",4,14,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"13132",5,14,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"14131",6,14,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"15131",7,14,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"16132",8,14,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"17131",9,14,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"20132",10,14,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"22132",11,14,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"23131",12,14,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"24132",13,14,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"26132",14,14,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"36131",15,14,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"38131",16,14,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"39131",17,14,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"42131",18,14,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"44132",19,14,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"45132",20,14,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"46132",21,14,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"47131",22,14,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"51131",23,14,4,6,5,6,5,1,6,"Flyers"
"52132",24,14,1,2,8,4,8,2,2,"Flyers"
"53132",25,14,1,1,1,1,1,2,1,"Flyers"
"54131",26,14,1,1,1,1,1,2,1,"Flyers"
"56131",27,14,2,2,2,2,2,2,2,"Flyers"
"57131",28,14,6,6,6,3,3,1,6,"Flyers"
"60132",29,14,5,5,4,4,4,2,6,"Flyers"
"62132",30,14,2,4,4,3,4,1,3,"Flyers"
"6313",31,14,9,10,10,7,9,1,8,"Flyers"
"64131",32,14,8,8,8,6,7,2,8,"Flyers"
"66132",33,14,11,10,1,1,1,2,11,"Flyers"
"67132",34,14,8,8,9,4,4,2,9,"Flyers"
"69132",35,14,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"7013",36,14,1,3,4,6,9,1,4,"Flyers"
"72131",37,14,4,6,3,1,1,2,6,"Flyers"
"73131",38,14,7,8,7,8,8,1,9,"Flyers"
"4192",1,15,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"10142",2,15,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"11142",3,15,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"12141",4,15,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"13142",5,15,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"14141",6,15,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"15141",7,15,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"16142",8,15,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"17141",9,15,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"20142",10,15,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"22142",11,15,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"23141",12,15,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"24142",13,15,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"26142",14,15,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"36141",15,15,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"38141",16,15,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"39141",17,15,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"42141",18,15,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"44142",19,15,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"45142",20,15,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"46142",21,15,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"47141",22,15,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"51141",23,15,4,9,11,11,11,1,11,"Flyers"
"52142",24,15,3,8,9,9,9,1,9,"Flyers"
"53142",25,15,7,7,10,10,10,1,10,"Flyers"
"54141",26,15,9,9,11,11,11,2,9,"Flyers"
"56141",27,15,9,9,9,9,9,2,9,"Flyers"
"57141",28,15,7,10,9,3,9,2,9,"Flyers"
"60142",29,15,4,4,6,4,4,2,7,"Flyers"
"62142",30,15,9,9,9,9,9,2,9,"Flyers"
"6314",31,15,10,9,9,9,9,1,8,"Flyers"
"64141",32,15,10,10,10,9,9,2,9,"Flyers"
"66142",33,15,1,1,8,3,7,2,1,"Flyers"
"67142",34,15,8,8,10,10,10,1,10,"Flyers"
"69142",35,15,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"7014",36,15,6,10,11,11,10,1,11,"Flyers"
"72141",37,15,1,1,6,1,1,2,1,"Flyers"
"73141",38,15,8,9,9,9,9,1,9,"Flyers"
"4201",1,16,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"10152",2,16,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"11152",3,16,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"12151",4,16,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"13152",5,16,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"14151",6,16,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"15151",7,16,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"16152",8,16,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"17151",9,16,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"20152",10,16,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"22152",11,16,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"23151",12,16,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"24152",13,16,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"26152",14,16,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"36151",15,16,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"38151",16,16,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"39151",17,16,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"42151",18,16,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"44152",19,16,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"45152",20,16,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"46152",21,16,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"47151",22,16,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"51151",23,16,6,6,5,1,6,2,8,"Flyers"
"52152",24,16,8,8,3,3,3,2,8,"Flyers"
"53152",25,16,6,6,8,4,10,2,8,"Flyers"
"54151",26,16,11,11,6,3,6,2,6,"Flyers"
"56151",27,16,9,10,1,1,1,2,10,"Flyers"
"57151",28,16,6,6,1,1,1,2,6,"Flyers"
"60152",29,16,4,4,8,4,6,2,7,"Flyers"
"62152",30,16,9,9,5,1,1,2,10,"Flyers"
"6315",31,16,8,9,9,8,9,1,8,"Flyers"
"64151",32,16,11,9,4,3,3,2,10,"Flyers"
"66152",33,16,1,1,11,11,11,1,1,"Flyers"
"67152",34,16,8,8,11,1,10,2,9,"Flyers"
"69152",35,16,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"7015",36,16,11,11,11,11,9,1,11,"Flyers"
"72151",37,16,10,10,1,1,1,2,10,"Flyers"
"73151",38,16,7,8,8,4,8,2,9,"Flyers"
